,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
0,1,1,1,13.3,1,1,8,1,1,1,1.37,1339.69
1,1,2,1,13.3,2,2,8,2,2,1,1.34,898.94
2,2,3,2,15.6,3,3,8,3,3,2,1.86,575.0
3,1,1,1,15.4,4,4,16,4,4,1,1.83,2537.45
4,1,1,1,13.3,1,5,8,3,5,1,1.37,1803.6
5,3,4,2,15.6,5,6,4,5,6,3,2.1,400.0
6,1,1,1,15.4,4,7,16,6,7,4,2.04,2139.97
7,1,2,1,13.3,2,2,8,6,2,1,1.34,1158.7
8,4,5,1,14.0,3,8,16,4,8,3,1.3,1495.0
9,3,6,1,14.0,6,9,8,3,9,3,1.6,770.0
10,2,3,2,15.6,5,3,4,5,3,2,1.86,393.9
11,2,3,2,15.6,3,10,4,5,10,2,1.86,344.99
12,1,1,1,15.4,4,11,16,3,11,1,1.83,2439.97
13,5,7,2,15.6,3,10,4,3,12,3,2.2,498.9
14,1,8,1,12.0,7,12,8,3,13,1,0.92,1262.4
15,1,1,1,13.3,1,1,8,3,1,1,1.37,1518.55
16,5,7,2,15.6,3,13,8,3,12,3,2.2,745.0
17,1,1,1,15.4,4,14,16,4,14,1,1.83,2858.0
18,6,9,2,15.6,3,15,8,7,15,2,2.2,499.0
19,5,10,1,13.3,8,9,8,1,9,3,1.22,979.0
20,4,11,3,11.6,5,16,2,8,16,3,0.98,191.9
21,6,12,4,15.6,6,17,8,9,17,3,2.5,999.0
22,2,13,2,15.6,5,18,4,5,18,2,1.86,258.0
23,5,14,5,13.3,9,9,8,3,9,3,1.62,819.0
24,2,15,1,15.6,3,8,8,3,3,3,1.91,659.0
25,5,7,2,15.6,5,10,4,7,10,3,2.3,418.64
26,1,16,1,13.3,2,19,8,2,2,4,1.35,1099.0
27,5,17,2,15.6,3,9,8,3,19,3,2.2,800.0
28,5,18,1,15.6,3,20,8,10,9,3,1.88,1298.0
29,2,19,2,17.3,3,9,8,7,20,3,2.5,896.0
30,7,20,2,15.6,3,21,4,11,21,3,1.89,244.99
31,4,21,2,14.0,5,22,2,8,18,3,1.65,199.0
32,2,22,2,17.3,3,23,4,5,19,3,2.71,439.0
33,5,10,1,13.3,10,8,16,4,9,3,1.2,1869.0
34,1,16,1,13.3,2,19,8,6,2,4,1.35,998.0
35,6,23,2,14.0,5,24,4,11,22,3,1.44,249.0
36,3,4,2,15.6,5,25,4,7,3,5,2.1,367.0
37,5,24,2,17.3,6,9,8,9,19,3,2.8,979.0
38,2,3,2,15.6,5,3,4,7,3,3,1.86,488.69
39,2,25,2,15.6,3,9,8,3,23,3,2.1,879.0
40,4,26,2,15.6,3,10,4,7,3,5,2.0,389.0
41,5,27,4,15.6,6,26,16,12,24,3,2.65,1499.0
42,4,28,2,15.6,5,3,8,7,15,5,2.3,522.99
43,3,29,2,15.6,6,9,4,3,9,3,2.2,682.0
44,5,30,5,17.3,9,9,12,7,25,3,2.77,999.0
45,1,1,1,13.3,1,27,8,3,26,1,1.37,1419.0
46,6,31,2,15.6,5,10,4,1,10,2,2.2,369.0
47,4,32,4,17.3,3,28,8,12,27,3,3.2,1299.0
48,5,7,2,15.6,3,3,4,3,12,3,2.3,639.0
49,4,33,2,17.3,5,29,4,7,28,3,2.8,466.0
50,6,34,5,10.1,11,30,4,11,16,6,0.69,319.0
51,3,29,2,15.6,6,8,8,3,8,3,2.2,841.0
52,2,13,2,15.6,3,23,4,3,29,3,1.86,398.49
53,2,35,2,13.3,3,8,8,4,9,3,1.49,1103.0
54,3,4,2,15.6,5,15,4,7,3,3,2.4,384.0
55,5,36,2,15.6,3,8,8,3,30,3,2.13,767.8
56,2,37,2,15.6,3,10,4,1,10,3,1.91,439.0
57,4,38,2,15.6,5,3,4,3,3,3,2.0,586.19
58,8,39,4,17.3,3,26,16,13,31,3,2.43,2449.0
59,4,40,2,15.6,3,10,4,3,10,5,2.0,415.0
60,5,24,2,17.3,3,8,16,13,19,3,2.8,1299.0
61,5,41,1,14.0,3,9,8,3,9,3,1.7,879.0
62,6,42,2,14.0,6,25,8,3,3,2,1.7,599.0
63,4,43,2,14.0,3,9,8,3,9,3,1.4,941.0
64,2,3,2,15.6,3,3,8,3,3,3,1.86,690.0
65,4,44,1,15.6,3,26,16,4,32,3,1.8,1983.0
66,2,3,2,15.6,5,10,4,5,30,3,1.86,438.69
67,2,45,2,14.0,5,31,4,14,16,3,1.44,229.0
68,6,46,2,15.6,3,3,4,7,3,3,1.9,549.0
69,4,47,4,17.3,3,26,12,7,32,5,3.0,949.0
70,9,48,1,13.5,12,3,4,1,3,7,1.252,1089.0
71,5,49,1,13.3,6,8,8,3,19,3,1.4,955.0
72,5,17,2,15.6,3,8,8,3,19,3,2.2,870.0
73,8,50,4,17.3,3,17,8,9,17,3,2.7,1095.0
74,3,51,2,14.0,5,10,8,7,10,3,2.1,389.0
75,4,52,4,15.6,3,26,8,7,17,3,2.2,949.0
76,6,53,2,15.6,3,3,8,15,3,2,2.2,519.0
77,5,17,2,15.6,3,8,8,9,9,3,2.02,855.0
78,3,54,2,15.6,3,25,4,7,33,3,2.2,530.0
79,2,19,2,17.3,3,9,8,9,20,3,2.5,977.0
80,5,18,1,15.6,6,9,8,3,9,3,1.88,1096.16
81,1,8,1,12.0,7,32,8,4,13,1,0.92,1510.0
82,2,55,2,14.0,3,9,8,3,3,3,1.63,860.0
83,6,56,2,15.6,3,23,4,1,34,3,2.2,399.0
84,3,4,2,15.6,5,6,4,7,6,3,2.1,395.0
85,5,27,4,15.6,6,26,16,9,32,3,2.65,1349.0
86,2,57,1,15.6,6,8,8,3,35,3,1.83,699.0
87,2,3,2,15.6,3,3,8,3,3,3,1.96,598.99
88,4,58,4,15.6,6,26,16,9,24,3,2.2,1449.0
89,5,10,1,13.3,6,8,8,3,9,3,1.21,1649.0
90,4,59,4,15.6,3,33,8,7,36,3,2.45,699.0
91,3,60,2,15.6,3,8,8,7,8,3,2.2,689.0
92,2,61,2,13.3,3,8,16,4,9,3,1.49,1197.0
93,5,27,4,15.6,3,17,8,3,24,3,2.65,1195.0
94,4,62,1,14.0,3,13,8,3,3,3,1.25,1049.0
95,3,63,5,13.3,8,9,8,3,9,3,1.5,847.0
96,5,7,2,15.6,3,13,8,7,12,5,2.2,599.9
97,5,7,2,15.6,3,10,4,3,12,5,2.2,485.0
98,4,64,2,15.6,3,15,6,3,37,3,2.0,577.0
99,2,65,4,15.6,6,26,12,9,17,3,2.62,1249.0
100,2,66,2,15.6,3,13,8,3,19,3,1.91,719.0
101,2,67,2,15.6,3,18,4,5,18,3,2.1,349.0
102,5,36,2,15.6,3,9,8,7,30,5,2.2,647.0
103,2,68,1,13.3,6,13,8,3,8,3,1.38,1119.0
104,9,48,1,13.5,12,3,8,3,3,7,1.252,1340.0
105,2,69,2,14.0,6,3,6,3,15,3,1.58,659.0
106,6,70,2,15.6,3,10,4,7,10,3,1.85,414.9
107,4,71,1,14.0,6,13,8,3,15,3,1.3,1193.0
108,8,72,4,15.6,3,26,16,12,32,3,2.2,1299.0
109,6,73,2,14.0,6,13,8,3,3,3,1.58,1480.0
110,4,74,1,15.6,3,8,16,12,8,3,1.5,1262.0
111,5,10,1,13.3,13,34,8,3,1,3,1.23,1379.0
112,6,75,5,13.3,8,3,8,3,3,3,1.37,1399.0
113,2,76,2,14.0,14,9,4,5,9,3,1.63,722.0
114,5,10,1,13.3,6,9,8,3,9,3,1.21,1629.0
115,2,77,5,13.3,8,9,8,3,9,3,1.26,1398.99
116,2,76,2,14.0,3,8,8,4,9,3,1.63,1084.0
117,5,78,2,15.6,6,8,8,12,15,3,2.16,1130.33
118,4,79,2,17.3,3,10,4,7,28,3,2.0,564.0
119,4,74,2,15.6,3,8,8,3,15,3,1.7,1118.0
120,3,80,2,15.6,8,15,6,7,3,3,2.1,479.0
121,8,81,4,15.6,3,26,16,13,31,3,1.8,2241.5
122,6,53,2,15.6,3,3,8,3,15,2,2.2,629.0
123,2,82,2,17.3,3,8,16,4,23,3,2.5,1271.0
124,3,4,2,15.6,5,6,4,3,6,3,2.1,451.0
125,2,3,2,15.6,5,31,4,5,16,2,1.86,259.0
126,2,76,2,14.0,3,9,8,7,9,3,1.63,812.0
127,4,83,2,14.0,5,35,4,16,18,7,1.65,277.99
128,5,24,2,17.3,3,8,16,13,19,3,2.8,1396.0
129,2,19,2,17.3,3,9,8,3,9,3,2.5,928.0
130,5,84,2,15.6,5,3,8,7,38,3,2.36,638.99
131,5,7,2,15.6,3,10,4,7,12,3,2.2,449.0
132,3,6,1,14.0,6,8,8,3,9,3,1.6,884.0
133,3,85,2,15.6,3,25,4,3,33,3,2.2,572.0
134,2,86,2,15.6,5,13,8,7,3,3,2.05,598.0
135,2,76,2,14.0,3,8,8,3,9,3,1.63,988.0
136,6,87,2,15.6,5,24,4,7,22,2,1.9,252.36
137,4,88,4,17.3,3,17,8,9,17,3,3.0,938.0
138,6,53,2,15.6,3,3,4,7,28,2,2.2,499.0
139,2,89,2,13.3,6,3,4,3,3,3,1.32,699.0
140,3,60,2,17.3,6,25,4,7,33,3,3.0,655.0
141,6,90,2,14.0,6,9,8,3,39,3,1.75,1116.02
142,6,12,4,15.6,6,26,8,3,40,2,2.4,869.0
143,10,91,2,15.6,5,36,4,5,10,3,2.1,602.0
144,2,13,2,15.6,5,23,4,3,29,3,1.86,369.0
145,4,92,1,14.0,3,8,8,3,9,3,1.25,1099.0
146,2,93,1,12.5,15,37,8,4,41,3,0.97,2014.0
147,4,94,2,15.6,3,24,4,7,22,3,2.0,344.0
148,8,95,4,17.3,3,26,16,12,31,3,2.9,2029.0
149,3,96,2,15.6,5,10,4,7,10,3,2.1,447.0
150,5,97,4,15.6,3,26,16,4,17,3,2.56,1249.26
151,5,98,4,15.6,3,26,8,17,17,3,2.62,899.0
152,6,99,2,15.6,5,3,4,1,3,3,1.9,498.0
153,8,100,4,17.3,3,26,16,12,24,3,2.8,1890.0
154,2,101,1,14.0,3,38,4,3,3,3,1.48,1082.0
155,2,102,2,15.6,3,9,6,3,30,3,1.91,619.0
156,6,103,5,14.0,8,15,4,3,3,3,1.74,629.0
157,4,104,5,13.3,9,9,8,3,3,3,1.1,1315.0
158,5,105,5,15.6,9,8,8,3,9,3,1.56,1049.0
159,10,91,2,15.6,5,39,4,5,10,3,2.1,447.0
160,4,106,2,15.6,5,6,4,7,42,3,2.03,403.0
161,3,107,2,17.3,6,9,4,3,8,3,3.0,805.0
162,5,36,2,15.6,3,9,8,3,30,3,2.13,728.0
163,6,12,4,15.6,6,26,16,3,32,3,2.5,1079.0
164,3,108,2,15.6,5,24,4,7,22,3,2.1,348.0
165,8,109,4,15.6,6,26,16,12,24,3,2.4,1799.0
166,3,4,2,15.6,5,29,4,7,43,3,2.1,363.51
167,5,97,4,15.6,3,26,8,9,17,3,2.56,1060.49
168,3,107,2,17.3,6,9,8,3,8,3,3.0,854.0
169,2,35,2,13.3,6,9,4,5,9,3,1.49,754.0
170,11,110,1,13.0,16,3,8,3,3,3,1.05,1349.0
171,2,111,2,17.3,6,3,6,15,30,3,2.71,699.0
172,6,56,2,15.6,5,40,4,5,29,2,2.2,309.0
173,10,91,2,15.6,5,15,4,5,3,3,2.0,489.0
174,2,19,2,17.3,3,9,8,3,20,3,2.5,923.0
175,5,7,2,15.6,5,15,8,7,3,3,2.3,459.0
176,3,96,2,15.6,5,10,4,1,10,3,2.1,449.0
177,8,112,4,18.4,3,41,32,18,44,3,4.4,2799.0
178,6,113,2,15.6,3,3,8,9,45,3,1.9,813.0
179,2,77,5,13.3,15,9,8,3,9,3,1.29,1499.0
180,5,17,2,15.6,3,8,16,13,19,5,2.02,1049.0
181,5,10,1,13.3,3,9,8,3,9,3,1.23,1399.0
182,6,114,5,13.9,15,8,16,4,9,3,1.4,1849.0
183,10,91,2,15.6,5,3,8,1,3,3,2.0,793.0
184,12,115,2,15.6,6,9,8,3,8,2,1.95,1199.0
185,5,30,2,17.3,9,8,16,4,25,3,2.77,1549.0
186,5,116,2,15.6,17,26,16,4,17,3,2.06,2397.0
187,6,12,4,15.6,6,17,8,3,17,2,2.4,779.0
188,3,117,1,13.3,6,42,8,3,13,3,1.12,989.0
189,5,24,2,17.3,3,8,8,9,19,3,2.8,1085.0
190,6,118,5,14.0,18,13,16,19,3,3,1.42,2824.0
191,13,119,2,14.0,6,24,4,8,22,3,1.3,260.0
192,12,115,1,13.3,6,3,8,3,8,2,1.3,999.9
193,6,120,2,17.3,19,9,8,3,8,2,2.8,698.0
194,5,14,5,13.3,8,8,8,7,9,3,1.62,839.0
195,2,19,2,17.3,6,9,8,7,20,3,2.5,914.0
196,14,121,4,17.3,17,43,32,19,46,3,3.49,6099.0
197,2,35,2,13.3,3,9,8,4,9,3,1.49,959.0
198,2,122,4,17.3,6,26,16,12,17,3,3.35,1379.0
199,2,82,2,17.3,3,8,8,3,23,3,2.5,1045.0
200,5,27,4,15.6,20,26,16,18,24,3,2.65,1845.0
201,6,123,2,15.6,5,36,4,1,10,3,2.1,493.0
202,3,124,2,15.6,3,13,8,7,15,3,2.23,742.0
203,6,125,4,15.6,6,26,16,18,24,3,3.2,1749.0
204,5,126,6,15.6,21,44,16,12,47,3,2.8,3055.0
205,6,12,4,15.6,3,26,16,4,24,2,2.4,1398.0
206,5,7,2,15.6,22,15,6,7,3,3,2.3,439.0
207,5,10,1,13.3,15,8,8,3,9,3,1.21,1949.0
208,5,10,1,13.3,3,8,8,3,9,3,1.2,1449.0
209,6,53,2,15.6,5,3,8,3,3,3,2.2,597.0
210,3,127,2,15.6,3,26,8,7,17,5,2.4,779.0
211,4,128,4,17.3,3,26,16,12,17,3,2.9,1407.0
212,2,129,2,15.6,3,10,4,5,10,2,2.1,349.0
213,6,53,2,15.6,3,3,8,3,3,2,2.2,549.0
214,11,110,1,13.0,16,13,8,4,3,3,1.05,1499.0
215,5,49,1,13.3,6,8,8,3,19,3,1.4,931.88
216,6,130,2,17.3,19,3,8,7,35,2,2.8,589.0
217,2,76,2,14.0,3,8,8,3,20,3,1.63,1031.0
218,5,131,1,14.0,3,9,8,3,9,3,1.6,1149.0
219,5,14,5,13.3,9,8,16,4,9,3,1.62,1279.0
220,5,36,2,15.6,3,9,8,3,30,5,2.2,677.35
221,6,103,5,14.0,6,9,8,3,9,3,1.74,899.0
222,10,132,1,13.3,3,45,8,3,10,3,1.2,1363.0
223,2,25,2,15.6,3,9,8,7,9,3,2.1,794.0
224,5,133,4,17.3,6,26,16,12,24,3,4.42,2456.34
225,3,124,2,15.6,3,13,8,3,15,3,2.2,832.0
226,5,84,2,15.6,9,13,16,7,38,3,2.3,859.01
227,4,134,2,15.6,3,3,8,3,48,3,2.0,769.0
228,4,135,2,17.3,3,3,8,20,49,3,2.69,891.0
229,2,136,2,15.6,3,13,8,7,50,3,1.9,1269.0
230,4,137,2,15.6,5,15,4,7,3,3,2.37,398.99
231,2,138,2,15.6,5,46,4,5,18,3,2.1,330.0
232,6,125,4,15.6,6,26,16,12,24,3,3.2,1499.0
233,5,139,2,14.0,3,3,8,3,3,3,1.6,859.0
234,3,140,5,13.3,8,36,8,3,10,3,1.6,689.0
235,5,84,2,15.6,3,13,16,3,38,5,2.36,899.0
236,3,96,2,15.6,5,10,4,7,10,5,2.1,390.0
237,4,141,2,15.6,3,47,4,9,12,3,2.2,575.0
238,4,142,4,17.3,3,43,32,18,46,3,4.7,3890.0
239,3,143,4,15.6,6,17,8,3,17,3,2.5,846.0
240,6,31,2,15.6,5,10,8,1,10,3,2.2,589.0
241,4,144,2,17.3,3,8,8,9,25,3,2.1,1145.0
242,4,145,2,17.3,3,13,8,9,49,2,2.69,889.0
243,5,97,4,15.6,3,17,8,3,17,3,2.56,879.0
244,6,146,5,13.9,8,13,8,3,3,3,1.38,1079.0
245,5,17,2,15.6,3,8,8,21,19,3,2.2,985.0
246,2,147,2,15.6,22,3,8,7,3,3,2.04,559.0
247,4,148,4,17.3,3,43,16,3,46,3,3.6,2999.0
248,2,35,2,13.3,6,9,4,5,9,3,1.49,675.0
249,1,1,1,13.3,1,5,8,4,5,1,1.37,2040.0
250,5,105,5,15.6,8,8,8,7,9,3,2.08,819.0
251,4,149,4,17.3,3,26,16,12,51,3,4.3,1799.0
252,4,150,2,15.6,5,6,4,7,42,3,1.68,469.0
253,6,114,5,13.9,8,8,8,4,9,3,1.37,1849.0
254,3,60,2,17.3,6,25,4,3,33,3,3.0,702.0
255,5,151,1,13.3,3,9,8,3,9,3,1.41,949.0
256,2,152,2,15.6,5,48,8,1,29,3,1.91,445.9
257,2,153,2,17.3,6,8,16,7,8,3,2.9,1059.0
258,8,154,4,17.3,3,26,16,18,31,3,4.14,2499.0
259,6,155,5,15.6,8,26,8,4,40,3,2.0,1699.0
260,5,24,2,17.3,3,8,8,9,19,3,2.8,1142.0
261,6,31,2,15.6,3,10,4,3,10,2,2.2,444.0
262,2,25,2,15.6,6,9,4,5,3,3,2.1,722.0
263,5,156,2,15.6,3,3,4,7,3,3,2.18,657.0
264,5,7,2,15.6,3,3,8,7,12,3,2.24,565.0
265,5,105,5,15.6,9,9,8,3,9,3,2.67,799.0
266,4,104,5,13.3,9,8,8,22,9,3,1.1,1499.0
267,6,53,2,15.6,3,3,4,7,3,2,2.2,467.0
268,2,82,2,17.3,3,8,8,7,23,3,2.5,1018.0
269,6,157,2,15.6,3,8,8,3,9,3,2.05,880.0
270,1,1,1,13.3,1,49,8,4,52,1,1.37,1958.9
271,4,32,4,17.3,3,28,16,12,27,3,3.2,1549.0
272,5,36,2,15.6,3,8,8,3,30,5,2.14,735.07
273,6,158,5,14.0,18,50,16,4,10,3,1.36,2499.0
274,10,91,2,15.6,5,45,8,5,53,3,2.2,812.0
275,5,84,2,15.6,5,13,12,7,3,3,2.3,713.07
276,5,24,2,17.3,3,8,8,9,19,5,2.8,1099.0
277,3,29,2,15.6,6,8,8,7,33,3,2.2,745.0
278,6,159,2,17.3,19,10,4,7,10,3,2.8,489.0
279,6,120,2,17.3,3,8,8,15,8,2,2.8,849.0
280,6,130,2,17.3,19,13,6,9,15,3,2.8,859.0
281,5,7,2,15.6,3,51,4,7,12,5,2.25,428.0
282,6,12,4,15.6,6,17,8,3,17,3,2.5,829.0
283,6,160,2,15.6,3,3,6,3,3,3,2.2,579.0
284,3,107,2,15.6,6,8,8,3,8,3,3.0,951.0
285,3,161,2,15.6,8,13,12,7,3,3,2.15,659.0
286,6,162,2,15.6,6,13,8,3,54,3,1.95,1097.0
287,4,74,1,15.6,3,3,8,3,15,3,1.7,977.0
288,6,12,4,15.6,6,26,16,12,32,3,2.5,1179.0
289,6,9,2,15.6,3,13,8,7,15,2,2.2,659.01
290,3,163,2,15.6,5,52,2,23,21,8,2.19,199.0
291,4,164,4,17.3,3,26,8,7,17,3,3.0,1187.0
292,2,165,2,17.3,19,10,8,7,10,3,2.54,489.0
293,5,116,2,15.6,3,26,8,3,17,3,2.0,1829.0
294,6,166,2,15.6,3,9,8,3,9,3,2.05,739.0
295,6,125,4,15.6,6,26,8,7,24,3,3.2,1299.0
296,3,167,2,15.6,3,26,8,3,32,5,2.5,979.0
297,5,168,6,17.3,3,53,16,3,47,3,3.42,2884.86
298,6,169,2,15.6,3,54,6,7,55,3,2.4,499.0
299,4,170,1,15.6,3,13,16,4,15,3,1.63,1468.0
300,4,171,2,14.0,5,15,4,1,3,3,1.3,509.0
301,4,172,4,17.3,3,26,16,12,31,3,2.9,2122.0
302,6,130,2,17.3,19,3,6,7,56,3,2.8,649.0
303,6,53,2,15.6,5,3,8,15,15,2,2.2,549.0
304,4,173,4,15.6,3,26,8,9,32,3,2.5,1265.0
305,6,174,2,15.6,5,29,4,7,43,2,2.2,359.99
306,2,175,5,13.3,9,55,16,3,3,3,1.28,1975.0
307,10,91,2,15.6,6,45,8,3,53,3,2.2,1043.0
308,6,9,2,15.6,3,3,8,9,15,3,2.3,819.0
309,2,3,2,15.6,3,10,4,7,10,3,1.86,469.0
310,6,176,2,13.3,6,3,8,3,3,3,1.1,999.0
311,5,10,1,13.3,15,8,16,19,9,3,1.21,2499.0
312,8,177,4,15.6,6,26,16,12,31,3,2.8,2099.0
313,3,178,2,15.6,3,56,8,3,6,3,2.23,469.0
314,4,179,5,11.6,22,24,2,8,22,3,1.1,275.0
315,5,17,2,15.6,3,9,8,9,19,3,2.33,844.0
316,2,77,5,13.3,15,8,16,19,9,3,1.29,2449.0
317,6,180,2,13.3,5,57,4,24,57,8,1.45,459.9
318,2,181,2,14.0,3,3,8,3,3,3,1.95,980.0
319,3,182,2,11.6,5,58,4,2,58,3,1.4,485.0
320,2,183,2,14.0,3,13,8,3,3,3,1.48,1292.0
321,6,130,2,17.3,19,3,4,7,28,3,2.79,589.0
322,4,184,2,14.0,3,13,8,3,3,3,2.0,1094.0
323,2,25,2,15.6,23,8,8,7,9,3,2.1,902.0
324,3,60,2,15.6,5,59,8,3,59,3,2.2,659.0
325,6,23,2,14.0,5,24,4,8,22,3,1.44,292.0
326,3,185,2,15.6,5,3,6,7,3,3,2.23,549.0
327,4,74,1,15.6,3,13,8,3,15,3,1.7,1049.9
328,2,186,1,12.5,3,13,8,3,3,3,1.26,1335.0
329,5,116,2,15.6,17,26,32,19,17,3,2.06,2639.0
330,8,187,4,17.3,3,26,8,12,32,3,2.7,1199.0
331,10,91,2,15.6,6,3,8,3,3,3,2.0,943.0
332,4,188,2,14.0,3,13,8,12,3,3,2.0,1334.0
333,6,189,2,15.6,3,10,4,7,10,3,1.85,449.0
334,4,190,4,15.6,3,26,8,3,17,3,2.5,999.0
335,2,101,2,14.0,3,60,8,3,3,3,1.48,1268.0
336,5,78,1,15.6,6,9,8,9,15,3,1.9,1049.0
337,2,191,2,15.6,3,3,8,3,3,3,1.84,1144.0
338,4,192,2,15.6,5,24,4,7,22,5,2.0,274.99
339,5,78,2,15.6,3,9,8,3,15,3,2.0,1142.75
340,5,193,2,15.6,5,31,4,5,21,5,2.2,274.9
341,6,194,2,15.6,3,61,12,15,19,3,2.2,899.0
